,Primacy Agency,PWSID,PWS Name,Reported System Size,Service Lines,1. Service lines that contain any lead pipe,2. Service lines that do not contain any lead pipe but have lead connectors,3a. Service lines that contain galvanized pipe and were previously downstream from a lead source,3b. Service lines that contain galvanized pipe that have never been downstream from any lead source,4a. Service lines that do not contain any lead pipe or galvanized pipe and that do not have lead connectors,4b. Service lines for which the material makeup of the service line and of the connector are not known,Not reported,Total,COUNTY_FIPS,STATE_FIPS,FIPS
2122,ND,ND2700990,WATFORD CITY CITY OF,Medium,850,0,0.0,0,0,0.0,0,850,850,700,38,38700
2123,ND,ND2701477,MCKENZIE COUNTY WRD - SYSTEM 1 & 4,Medium,245,0,0.0,0,0,0.0,0,245,245,701,38,38701
2124,ND,ND2900074,BEULAH CITY OF,Medium,1329,0,0.0,0,0,0.0,0,1329,1329,900,38,38900
2125,ND,ND2901491,OMND WATER TREATMENT PLANT,Medium,1667,0,0.0,0,0,0.0,0,1667,1667,901,38,38901
2126,ND,ND3000596,MANDAN CITY OF,Medium,7358,0,0.0,0,0,0.0,0,7358,7358,000,38,38000
2127,ND,ND3001431,MISSOURI WEST WATER SYSTEM,Medium,1876,0,0.0,0,0,0.0,0,1876,1876,001,38,38001
2128,ND,ND3401128,NORTHEAST RWD- NORTH VALLEY BRANCH,Medium,1316,0,0.0,0,0,0.0,0,1316,1316,401,38,38401
2129,ND,ND3600231,DEVILS LAKE CITY OF,Medium,2200,0,0.0,0,0,0.0,0,2200,2200,600,38,38600
2130,ND,ND3601424,GREATER RAMSEY WATER DISTRICT,Medium,2112,0,0.0,0,0,0.0,0,2112,2112,601,38,38601
2131,ND,ND3700574,LISBON CITY OF,Medium,930,0,0.0,0,0,0.0,0,930,930,700,38,38700
2132,ND,ND4400615,MARMARTH CITY OF,Small,240,0,0.0,0,0,0.0,240,0,240,400,38,38400
2133,ND,ND4500242,DICKINSON CITY OF,Medium,8496,209,0.0,0,0,4073.0,4214,0,8496,500,38,38500
2134,ND,ND4501434,SOUTHWEST WATER AUTHORITY,Medium,3415,0,0.0,0,0,0.0,0,3415,3415,501,38,38501
2135,ND,ND4700188,CLEVELAND CITY OF,Small,62,0,0.0,0,0,0.0,62,0,62,700,38,38700
2136,ND,ND4700498,JAMESTOWN CITY OF,Medium,5400,0,0.0,0,0,0.0,0,5400,5400,700,38,38700
2137,ND,ND4700922,STREETER CITY OF,Small,126,0,0.0,0,0,126.0,0,0,126,700,38,38700
2138,ND,ND4701042,WOODWORTH CITY OF,Small,45,0,0.0,0,0,45.0,0,0,45,701,38,38701
2139,ND,ND4701303,STUTSMAN RURAL WATER DISTRICT,Medium,2670,0,0.0,0,0,2670.0,0,0,2670,701,38,38701
2140,ND,ND4711364,CRYSTAL SPRINGS BAPTIST CAMP,Small,14,0,0.0,0,0,14.0,0,0,14,711,38,38711
2141,ND,ND4900482,HILLSBORO CITY OF,Medium,400,0,0.0,0,0,0.0,0,400,400,900,38,38900
2142,ND,ND4900622,MAYVILLE CITY OF,Medium,681,0,0.0,0,0,0.0,0,681,681,900,38,38900
2143,ND,ND4901071,EAST CENTRAL REGIONAL WD-TRAILL,Medium,846,0,0.0,0,0,0.0,0,846,846,901,38,38901
2144,ND,ND5000408,GRAFTON CITY OF,Medium,1890,0,0.0,0,0,0.0,0,1890,1890,000,38,38000
2145,ND,ND5000773,PARK RIVER CITY OF,Medium,940,0,10.0,0,0,930.0,0,0,940,000,38,38000
2146,ND,ND5001075,WALSH RURAL WATER DISTRICT,Medium,1200,0,0.0,0,0,0.0,0,1200,1200,001,38,38001
2147,ND,ND5100660,MINOT CITY OF,Medium,10500,0,0.0,0,0,0.0,0,10500,10500,100,38,38100
2148,ND,ND5101065,NORTH PRAIRIE RWD-SYSTEM III,Medium,1158,0,0.0,0,0,712.0,446,0,1158,101,38,38101
2149,ND,ND5101687,NORTHWESTERN AREA WATER SUPPLY,Medium,17,0,0.0,0,0,0.0,0,17,17,101,38,38101
2150,ND,ND5201309,CENTRAL PLAINS WATER DISTRICT,Medium,1200,0,0.0,0,0,0.0,0,1200,1200,201,38,38201
2151,ND,ND5301012,WILLISTON CITY OF,Medium,750,750,0.0,0,0,0.0,0,0,750,301,38,38301
2152,ND,ND5301152,R & T WATER SYSTEM,Medium,401,0,0.0,0,0,0.0,0,401,401,301,38,38301
2153,ND,ND5301686,WESTERN AREA WATER SUPPLY AUTHORITY,Medium,5,0,0.0,0,0,0.0,0,5,5,301,38,38301
2154,NE,NE3101906,"KEARNEY, CITY OF",Medium,11416,799,0.0,0,0,9984.0,633,0,11416,101,31,31101
2155,NE,NE3103701,"SCHUYLER, CITY OF",Medium,1814,7,210.0,106,66,1420.0,5,0,1814,103,31,31103
2156,NE,NE3104309,"SOUTH SIOUX CITY, CITY OF",Medium,4368,0,313.0,0,0,2055.0,2000,0,4368,104,31,31104
2157,NE,NE3104507,"CHADRON, CITY OF",Medium,2033,499,181.0,0,0,114.0,1239,0,2033,104,31,31104
2158,NE,NE3104708,"LEXINGTON, CITY OF",Medium,3301,0,0.0,0,0,0.0,3301,0,3301,104,31,31104
2159,NE,NE3105507,METROPOLITAN UTILITIES DISTRICT,Large,230785,11985,0.0,298,0,198996.0,19506,0,230785,105,31,31105
2160,NE,NE3105508,DOUGLAS CO SID 177 - RIVERSIDE LAKES,Small,211,0,0.0,0,0,211.0,0,0,211,105,31,31105
2161,NE,NE3105512,DOUGLAS CO SID 258 - CARAT HOMES,Small,65,0,0.0,0,0,0.0,65,0,65,105,31,31105
2162,NE,NE3105517,"WATERLOO, VILLAGE OF",Small,440,0,0.0,0,0,320.0,120,0,440,105,31,31105
2163,NE,NE3105518,"VALLEY, CITY OF",Small,1350,0,0.0,0,0,1215.0,135,0,1350,105,31,31105
2164,NE,NE3105522,DOUGLAS CO SID 284 -TRAILRIDGE RANCHES,Small,120,0,0.0,0,0,120.0,0,0,120,105,31,31105
2165,NE,NE3107902,"GRAND ISLAND, CITY OF",Medium,18017,0,0.0,0,0,1306.0,16711,0,18017,107,31,31107
2166,NE,NE3109507,"FAIRBURY, CITY OF",Medium,2137,27,0.0,0,0,1206.0,904,0,2137,109,31,31109
2167,NE,NE3110926,"LINCOLN, CITY OF",Large,93625,2037,594.0,3131,21,82616.0,5226,0,93625,110,31,31110
2168,NE,NE3111103,CODY LAND COURT,Small,22,0,0.0,0,0,22.0,0,0,22,111,31,31111
2169,NE,NE3111107,EAST MALONEY HOMEOWNERS ASSN,Small,58,0,0.0,0,0,58.0,0,0,58,111,31,31111
2170,NE,NE3111112,"WALLACE, VILLAGE OF",Small,175,0,0.0,0,0,50.0,125,0,175,111,31,31111
2171,NE,NE3111910,"NORFOLK, CITY OF",Medium,9532,0,0.0,0,0,7684.0,1848,0,9532,111,31,31111
2172,NE,NE3112703,"AUBURN, CITY OF",Medium,1700,0,0.0,0,0,1368.0,332,0,1700,112,31,31112
2173,NE,NE3113103,OTOE CO RWD #3,Medium,1565,0,0.0,0,0,0.0,0,1565,1565,113,31,31113
2174,NE,NE3113106,"NEBRASKA CITY, CITY OF",Medium,3318,0,0.0,0,0,10.0,3308,0,3318,113,31,31113
2175,NE,NE3113502,"MADRID, VILLAGE OF",Small,117,0,0.0,0,0,90.0,27,0,117,113,31,31113
2176,NE,NE3114110,"COLUMBUS, CITY OF",Medium,9439,500,500.0,23,0,7395.0,1021,0,9439,114,31,31114
2177,NE,NE3115104,"CRETE, CITY OF",Medium,2176,0,0.0,0,0,2176.0,0,0,2176,115,31,31115
2178,NE,NE3115313,"PAPILLION, CITY OF",Medium,13149,0,6075.0,0,0,2342.0,4732,0,13149,115,31,31115
2179,NE,NE3115512,"WAHOO, CITY OF",Medium,1949,3,0.0,0,0,492.0,1454,0,1949,115,31,31115
2180,NE,NE3115716,"SCOTTSBLUFF, CITY OF",Medium,5888,0,0.0,0,0,0.0,5888,0,5888,115,31,31115
2181,NE,NE3117905,"BLAIR, CITY OF",Medium,3676,850,850.0,0,0,1976.0,0,0,3676,117,31,31117
2182,NE,NE3118706,"YORK, CITY OF",Medium,3500,71,31.0,0,0,0.0,3398,0,3500,118,31,31118
2183,NE,NE3120062,ERLEWINE MOBILE HOME PARK,Small,20,0,0.0,0,0,20.0,0,0,20,120,31,31120
2184,NE,NE3120068,BUFFALO BILL MOBILE HOME PARK,Small,30,0,0.0,0,0,30.0,0,0,30,120,31,31120
2185,NE,NE3120303,CEDAR-KNOX RURAL WATER PROJECT,Medium,966,0,0.0,0,0,966.0,0,0,966,120,31,31120
2186,NE,NE3120563,UNL AGRICULTURE R AND D CENTER,Small,27,0,0.0,0,0,17.0,10,0,27,120,31,31120
2187,NE,NE3120928,MAPLEWOOD ESTATES,Small,397,0,0.0,0,0,397.0,0,0,397,120,31,31120
2188,NE,NE3150428,LINCOLN CO DIST #001- LAKE MALONEY,Small,2,0,0.0,0,0,2.0,0,0,2,150,31,31150
2189,NE,NE3190019,OGALLALA EASTBOUND REST AREA,Small,1,0,0.0,0,0,1.0,0,0,1,190,31,31190
2190,NH,NH0161020,LOWER BARTLETT WATER PCT,Medium,1314,0,0.0,0,3,1311.0,0,0,1314,161,33,33161
2191,NH,NH0231010,BERLIN WATER WORKS,Medium,3438,0,0.0,0,79,2620.0,739,0,3438,231,33,33231
2192,NH,NH0301010,BRISTOL WATER WORKS,Medium,1410,0,0.0,0,0,1410.0,0,0,1410,301,33,33301
2193,NH,NH0363010,COUNTRY LANE MANOR,Small,34,0,0.0,0,0,34.0,0,0,34,363,33,33363
2194,NH,NH0379020,CANTERBURY REST AREA,Small,1,0,0.0,0,0,1.0,0,0,1,379,33,33379
2195,NH,NH0432010,VILLAGES AT CHESTER CONDOS,Small,92,0,0.0,0,0,92.0,0,0,92,432,33,33432
2196,NH,NH0501010,CONCORD WATER DEPT,Medium,13481,0,0.0,531,355,12083.0,512,0,13481,501,33,33501
2197,NH,NH0599050,DEERFIELD BIBLE CHURCH,Small,2,0,0.0,0,0,2.0,0,0,2,599,33,33599
2198,NH,NH0611010,DERRY WATER DEPT,Medium,4128,0,0.0,1022,0,3106.0,0,0,4128,611,33,33611
2199,NH,NH0612240,WILLOW BEND,Small,23,0,0.0,0,0,23.0,0,0,23,612,33,33612
2200,NH,NH0651010,DOVER WATER DEPT,Medium,12,0,0.0,8,0,4.0,0,0,12,651,33,33651
2201,NH,NH0691010,UNH/DURHAM WATER SYS,Medium,1515,0,0.0,0,0,0.0,1515,0,1515,691,33,33691
2202,NH,NH0801010,EXETER WATER DEPT,Medium,3800,0,400.0,1400,0,1000.0,1000,0,3800,801,33,33801
2203,NH,NH1051010,AQUARION WATER/NH,Medium,8644,0,0.0,0,0,8504.0,140,0,8644,051,33,33051
2204,NH,NH1201010,HUDSON WATER DEPT,Medium,6219,0,0.0,0,0,6219.0,0,0,6219,201,33,33201
2205,NH,NH1221010,JAFFREY WATER WORKS,Medium,1499,0,0.0,101,0,1373.0,25,0,1499,221,33,33221
2206,NH,NH1241010,KEENE WATER DEPT,Medium,6129,0,0.0,0,0,1110.0,5019,0,6129,241,33,33241
2207,NH,NH1281010,LACONIA WATER WORKS,Medium,6630,0,0.0,46,0,6066.0,518,0,6630,281,33,33281
2208,NH,NH1321010,LEBANON WATER DEPT,Medium,3307,331,0.0,0,0,0.0,2976,0,3307,321,33,33321
2209,NH,NH1381010,LITTLETON WATER AND LIGHT COMMISSION,Medium,1688,0,0.0,0,0,1610.0,78,0,1688,381,33,33381
2210,NH,NH1392040,PEU/PINEHAVEN WATER TRUST,Small,35,0,0.0,0,0,35.0,0,0,35,392,33,33392
2211,NH,NH1471010,MANCHESTER WATER WORKS,Large,31578,0,0.0,0,0,31578.0,0,0,31578,471,33,33471
2212,NH,NH1531010,MERRIMACK VILLAGE DIST,Medium,6893,0,0.0,0,0,6893.0,0,0,6893,531,33,33531
2213,NH,NH1621010,PENNICHUCK WATER WORKS,Medium,26296,0,0.0,0,342,25487.0,467,0,26296,621,33,33621
2214,NH,NH1731010,NEWMARKET WATER WORKS,Medium,2267,0,13.0,12,0,2242.0,0,0,2267,731,33,33731
2215,NH,NH1741010,NEWPORT WATER WORKS,Medium,2284,600,600.0,0,0,1084.0,0,0,2284,741,33,33741
2216,NH,NH1932130,26 CHANDLER AVE CONDOS,Small,15,0,0.0,0,0,15.0,0,0,15,932,33,33932
2217,NH,NH1941010,PLYMOUTH VLG WATER AND SEWER,Medium,1776,1095,0.0,0,0,0.0,681,0,1776,941,33,33941
2218,NH,NH1951010,PORTSMOUTH WATER WORKS,Medium,8554,0,0.0,0,51,4614.0,3889,0,8554,951,33,33951
2219,NH,NH2001010,ROCHESTER WATER DEPT,Medium,7584,0,464.0,568,0,6494.0,58,0,7584,001,33,33001
2220,NH,NH2041010,RYE WATER DIST,Medium,1705,0,0.0,0,0,1705.0,0,0,1705,041,33,33041
2221,NH,NH2051010,SALEM WATER DEPT,Medium,6739,0,0.0,0,0,6739.0,0,0,6739,051,33,33051
2222,NH,NH2052070,AUTUMN WOODS,Small,72,0,0.0,0,0,72.0,0,0,72,052,33,33052
2223,NH,NH2111010,SEABROOK WATER DEPT,Medium,3933,0,0.0,0,0,0.0,3933,0,3933,111,33,33111
2224,NH,NH2151010,SOMERSWORTH WATER WORKS,Medium,3300,0,0.0,0,0,0.0,3300,0,3300,151,33,33151
2225,NJ,NJ0102001,ATLANTIC CITY MUA,Large,7775,0,473.0,0,0,0.0,7302,0,7775,102,34,34102
2226,NJ,NJ0105360,ST. MARY'S SCHOOL - NEW WELL,Small,1,0,0.0,0,0,1.0,0,0,1,105,34,34105
2227,NJ,NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,Large,42406,106,0.0,535,0,4945.0,36820,0,42406,119,34,34119
2228,NJ,NJ0122001,VENTNOR CITY WATER & SEWER UTILITY,Medium,7020,0,0.0,5094,0,1926.0,0,0,7020,122,34,34122
2229,NJ,NJ0233001,MAHWAH WATER DEPARTMENT,Medium,8775,0,0.0,0,0,8775.0,0,0,8775,233,34,34233
2230,NJ,NJ0238001,SUEZ WATER NEW JERSEY HACKENSACK,Large,198502,9445,9242.0,314,0,136497.0,43004,0,198502,238,34,34238
2231,NJ,NJ0305001,BURLINGTON CITY WATER DE,Medium,3798,12,0.0,18,0,3395.0,373,0,3798,305,34,34305
2232,NJ,NJ0306001,BURLINGTON TWP W DEPT,Medium,7217,0,0.0,0,7217,0.0,0,0,7217,306,34,34306
2233,NJ,NJ0313001,EVESHAM MUA,Medium,16462,0,0.0,12,0,6823.0,9627,0,16462,313,34,34313
2234,NJ,NJ0320001,MEDFORD TWP DEPT OF MUNI,Medium,5687,0,64.0,56,205,4753.0,609,0,5687,320,34,34320
2235,NJ,NJ0327001,NJ American Water - Delaware River System,Large,102161,95,0.0,2633,0,20242.0,79191,0,102161,327,34,34327
2236,NJ,NJ0508001,NJ AMERICAN WATER - OCEAN CITY,Medium,15642,16,0.0,542,0,5126.0,9958,0,15642,508,34,34508
2237,NJ,NJ0510001,STONE HARBOR WATER DEPT,Medium,3156,520,1466.0,0,0,0.0,1170,0,3156,510,34,34510
2238,NJ,NJ0514001,WILDWOOD CITY WATER DEPARTMENT,Large,16456,0,0.0,7252,0,9204.0,0,0,16456,514,34,34514
2239,NJ,NJ0705001,EAST ORANGE WATER COMMISSION,Medium,9700,9500,0.0,0,0,200.0,0,0,9700,705,34,34705
2240,NJ,NJ0712001,NJ AMERICAN WATER - SHORT HILLS,Large,78367,3582,0.0,2037,0,13314.0,59434,0,78367,712,34,34712
2241,NJ,NJ0713001,MONTCLAIR WATER BUREAU,Medium,10742,248,0.0,201,0,8362.0,1931,0,10742,713,34,34713
2242,NJ,NJ0714001,NEWARK WATER DEPARTMENT,Large,24000,24000,0.0,0,0,0.0,0,0,24000,714,34,34714
2243,NJ,NJ0718001,ROSELAND WATER DEPT,Medium,2053,0,0.0,0,0,2053.0,0,0,2053,718,34,34718
2244,NJ,NJ0822001,WOODBURY CITY W DEPT,Medium,3350,0,0.0,140,0,1106.0,2104,0,3350,822,34,34822
2245,NJ,NJ0905001,HOBOKEN WATER UTILITY,Medium,4500,0,0.0,0,0,0.0,4500,0,4500,905,34,34905
2246,NJ,NJ0906001,JERSEY CITY,Large,36000,1303,2026.0,0,0,0.0,32671,0,36000,906,34,34906
2247,NJ,NJ0907001,KEARNY WATER DEPARTMENT,Medium,8088,129,52.0,0,0,0.0,7907,0,8088,907,34,34907
2248,NJ,NJ1005001,CLINTON W DEPT,Medium,4767,0,0.0,17,0,4128.0,622,0,4767,005,34,34005
2249,NJ,NJ1017001,SUEZ WATER NEW JERSEY LAMBERTVILLE,Medium,1902,0,0.0,78,0,1824.0,0,0,1902,017,34,34017
2250,NJ,NJ1103001,AQUA NJ - HAMILTON SQUARE,Medium,14508,0,0.0,0,1,6561.0,7946,0,14508,103,34,34103
2251,NJ,NJ1107002,AQUA NJ - LAWRENCE,Medium,2581,0,0.0,0,0,1691.0,890,0,2581,107,34,34107
2252,NJ,NJ1111001,TRENTON WATER WORKS,Large,62360,23165,0.0,25,0,34758.0,4412,0,62360,111,34,34111
2253,NJ,NJ1212001,MILLTOWN W DEPT,Medium,2609,21,0.0,0,0,10.0,2578,0,2609,212,34,34212
2254,NJ,NJ1214001,New Brunswick Water Utility,Large,8500,0,0.0,0,0,0.0,8500,0,8500,214,34,34214
2255,NJ,NJ1215001,NORTH BRUNSWICK W DEPT,Medium,10718,7,0.0,0,0,0.0,10711,0,10718,215,34,34215
2256,NJ,NJ1216001,PERTH AMBOY WATER DEPARTMENT,Medium,12173,0,0.0,0,0,1000.0,11173,0,12173,216,34,34216
2257,NJ,NJ1219001,SAYREVILLE W DEPT,Large,14731,115,0.0,39,0,7917.0,6660,0,14731,219,34,34219
2258,NJ,NJ1221004,SOUTH BRUNSWICK TWP W DI,Medium,14686,0,0.0,0,0,14686.0,0,0,14686,221,34,34221
2259,NJ,NJ1225001,MIDDLESEX WATER COMPANY,Large,60787,10,0.0,1269,0,28247.0,31261,0,60787,225,34,34225
2260,NJ,NJ1316001,FREEHOLD TWP WATER DEPT,Large,12004,0,0.0,0,0,8000.0,4004,0,12004,316,34,34316
2261,NJ,NJ1326004,SUEZ WATER MATCHAPONIX,Medium,5,0,0.0,0,0,5.0,0,0,5,326,34,34326
2262,NJ,NJ1328002,MARLBORO TOWNSHIP WATER UTILITY DIVISION,Medium,8684,0,0.0,0,0,8684.0,0,0,8684,328,34,34328
2263,NJ,NJ1339001,NJ AMERICAN WATER - SHORELANDS,Large,10923,0,0.0,4,0,308.0,10611,0,10923,339,34,34339
2264,NJ,NJ1345001,NJ AMERICAN  WATER - COASTAL NORTH,Large,142927,316,0.0,958,0,11157.0,130496,0,142927,345,34,34345
2265,NJ,NJ1352005,NJ WATER SUPPLY AUTHORITY MANASQUAN,Medium,6,0,0.0,0,0,6.0,0,0,6,352,34,34352
2266,NJ,NJ1401001,BOONTON WATER DEPT,Medium,3233,0,0.0,31,0,235.0,2967,0,3233,401,34,34401
2267,NJ,NJ1403001,BUTLER WATER DEPT,Medium,2449,0,0.0,0,19,1477.0,953,0,2449,403,34,34403
2268,NJ,NJ1410001,EAST HANOVER TWP WATER DEPT,Large,4180,0,0.0,0,0,4180.0,0,0,4180,410,34,34410
2269,NJ,NJ1424001,SOUTHEAST MORRIS COUNTY MUA,Medium,17757,0,0.0,123,0,865.0,16769,0,17757,424,34,34424
2270,NJ,NJ1432001,MORRIS COUNTY MUA,Medium,10,0,0.0,0,0,10.0,0,0,10,432,34,34432
2271,NJ,NJ1506001,BRICK TOWNSHIP MUA,Large,38504,0,0.0,0,0,0.0,0,38504,38504,506,34,34506
2272,NJ,NJ1507005,SUEZ WATER TOMS RIVER INC,Large,50958,0,0.0,125,0,50021.0,812,0,50958,507,34,34507
2273,NJ,NJ1511004,MAPLE GLEN MOBILE HOME PARK,Small,80,0,0.0,0,0,80.0,0,0,80,511,34,34511
2274,NJ,NJ1511016,MEADOWBROOK CO-OP INC,Small,30,0,0.0,0,0,0.0,0,30,30,511,34,34511
2275,NJ,NJ1513001,LAKEHURST WATER DEPT,Small,933,0,0.0,0,0,933.0,0,0,933,513,34,34513
2276,NJ,NJ1518004,MANCHESTER TWP  WATER UTILITY - WESTERN,Medium,10140,0,0.0,0,0,0.0,0,10140,10140,518,34,34518
2277,NJ,NJ1518345,ARISTACARE AT MANCHESTER,Small,1,0,0.0,0,0,0.0,0,1,1,518,34,34518
2278,NJ,NJ1523004,OAK GROVE MHP,Small,49,0,0.0,0,0,49.0,0,0,49,523,34,34523
2279,NJ,NJ1533002,PINEWOOD ESTATES-BRIGHTN,Small,597,0,0.0,0,217,380.0,0,0,597,533,34,34533
2280,NJ,NJ1603001,MANCHESTER UTILITIES AUTHORITY,Medium,4461,0,0.0,0,100,2311.0,2050,0,4461,603,34,34603
2281,NJ,NJ1605002,PASSAIC VALLEY WATER COMMISSION,Large,58307,4214,0.0,571,0,49995.0,3527,0,58307,605,34,34605
2282,NJ,NJ1613001,N.J.D.W.S.C. - WANAQUE NORTH,Large,13,0,0.0,0,0,0.0,0,13,13,613,34,34613
2283,NJ,NJ1614001,TOWNSHIP OF WAYNE,Medium,16273,0,0.0,53,0,16220.0,0,0,16273,614,34,34614
2284,NJ,NJ1912001,HOPATCONG WATER DEPT,Medium,2003,0,1957.0,46,0,0.0,0,0,2003,912,34,34912
2285,NJ,NJ1915001,NEWTON WATER & SEWER UTILITY,Medium,2699,0,0.0,0,0,0.0,2699,0,2699,915,34,34915
2286,NJ,NJ2004001,NJ AMERICAN WATER - LIBERTY,Large,17550,2592,0.0,0,0,5.0,14953,0,17550,004,34,34004
2287,NJ,NJ2004002,NJ AMERICAN WATER - RARITAN,Large,211187,511,0.0,9834,0,31275.0,169567,0,211187,004,34,34004
2288,NJ,NJ2013001,Rahway Water Treatment Plant / SUEZ ES,Medium,8300,0,0.0,0,0,0.0,8300,0,8300,013,34,34013
2289,NJ,NJ2119001,AQUA NJ - PHILLIPSBURG,Medium,10277,0,2.0,0,0,6194.0,4081,0,10277,119,34,34119
2290,NM,NM3500101,BEARCAT HOMEOWNERS ASSOCIATION,Small,27,0,0.0,0,0,0.0,0,27,27,500,35,35500
2291,NM,NM3500115,LOS ALAMOS MUNICIPAL WATER SYSTEM,Medium,7000,0,0.0,0,0,0.0,0,7000,7000,500,35,35500
2292,NM,NM3500326,"EPCOR WATER NEW MEXICO INC., EDGEWOOD",Medium,2000,0,0.0,0,0,0.0,0,2000,2000,500,35,35500
2293,NM,NM3500624,LEE/HAMMOND WATER TREATMENT PLANT CO-OP,Medium,2,0,0.0,0,0,0.0,0,2,2,500,35,35500
2294,NM,NM3500826,SANTA FE COUNTY SOUTH SECTOR,Medium,2262,0,0.0,0,0,0.0,0,2262,2262,500,35,35500
2295,NM,NM3501901,"PAAKWEREE VILLAGE WATER CO-OP ASSOC, INC",Small,49,0,0.0,0,0,0.0,0,49,49,501,35,35501
2296,NM,NM3501921,ESPANOLA WATER SYSTEM,Medium,3930,0,0.0,0,0,0.0,0,3930,3930,501,35,35501
2297,NM,NM3502407,LOWER RIO GRANDE PWWA SOUTH VALLEY,Medium,25,0,0.0,0,0,25.0,0,0,25,502,35,35502
2298,NM,NM3502507,CAMINO REAL REGIONAL UTILITY AUTHORITY,Medium,5600,0,0.0,0,0,0.0,0,5600,5600,502,35,35502
2299,NM,NM3502826,BUCKMAN REGIONAL WATER TREATMENT PLANT,Medium,28374,0,0.0,0,0,0.0,0,28374,28374,502,35,35502
2300,NM,NM3503401,PAJARITO MESA MDWCA,Small,1,0,0.0,0,0,0.0,0,1,1,503,35,35503
2301,NM,NM3503701,ABC PRESCHOOL,Small,1,0,0.0,0,0,0.0,0,1,1,503,35,35503
2302,NM,NM3505126,SANTA FE WATER SYSTEM (CITY OF),Medium,33297,0,130.0,0,0,33167.0,0,0,33297,505,35,35505
2303,NM,NM3508317,GALLUP WATER SYSTEM,Medium,5927,0,1200.0,0,0,4100.0,627,0,5927,508,35,35508
2304,NM,NM3508923,BERNALILLO WATER SYSTEM,Medium,3150,0,0.0,0,0,0.0,0,3150,3150,508,35,35508
2305,NM,NM3509623,RIO RANCHO WATER & WW SERVICES,Medium,36029,0,0.0,0,0,36029.0,0,0,36029,509,35,35509
2306,NM,NM3509824,AZTEC DOMESTIC WATER SYSTEM,Medium,2593,0,0.0,0,0,0.0,0,2593,2593,509,35,35509
2307,NM,NM3510124,BLOOMFIELD WATER SUPPLY SYSTEM,Medium,3200,0,0.0,0,0,0.0,0,3200,3200,510,35,35510
2308,NM,NM3510224,FARMINGTON WATER SYSTEM,Medium,16700,0,0.0,0,2500,8400.0,5800,0,16700,510,35,35510
2309,NM,NM3510324,LOWER VALLEY WATER USERS ASSOCIATION,Medium,2829,0,0.0,0,0,0.0,0,2829,2829,510,35,35510
2310,NM,NM3510524,MORNINGSTAR WATER SUPPLY SYSTEM,Medium,1835,0,0.0,0,0,0.0,0,1835,1835,510,35,35510
2311,NM,NM3510701,ALBUQUERQUE WATER SYSTEM,Large,209989,0,0.0,0,0,90906.0,119083,0,209989,510,35,35510
2312,NM,NM3510732,BOSQUE FARMS WATER SUPPLY SYSTEM,Medium,1505,0,0.0,0,0,0.0,0,1505,1505,510,35,35510
2313,NM,NM3511101,LOST HORIZON COOP ASSOCIATION,Small,34,0,0.0,0,0,0.0,0,34,34,511,35,35511
2314,NM,NM3511207,ANTHONY W&SD,Medium,3124,120,40.0,60,20,2800.0,84,0,3124,511,35,35511
2315,NM,NM3511707,LAS CRUCES MUNICIPAL WATER SYSTEM,Large,37652,0,0.0,0,0,37652.0,0,0,37652,511,35,35511
2316,NM,NM3513114,RUIDOSO WATER SYSTEM,Medium,7766,0,0.0,0,0,0.0,0,7766,7766,513,35,35513
2317,NM,NM3513319,ALAMOGORDO DOMESTIC WATER SYSTEM,Medium,13245,0,0.0,0,0,0.0,0,13245,13245,513,35,35513
2318,NM,NM3515010,SANTA ROSA WATER SUPPLY,Medium,878,0,0.0,0,0,0.0,0,878,878,515,35,35515
2319,NM,NM3518025,LAS VEGAS (CITY OF),Medium,7000,0,0.0,0,0,0.0,0,7000,7000,518,35,35518
2320,NM,NM3520024,NORTHSTAR MDWCA,Medium,1185,0,0.0,0,0,0.0,0,1185,1185,520,35,35520
2321,NM,NM3520203,ROSWELL MUNICIPAL WATER SYSTEM,Medium,20347,0,0.0,0,0,0.0,20347,0,20347,520,35,35520
2322,NM,NM3520308,ARTESIA MUNICIPAL WATER SYSTEM,Medium,4756,0,0.0,0,0,0.0,0,4756,4756,520,35,35520
2323,NM,NM3520608,CARLSBAD MUNICIPAL WATER SYSTEM,Medium,12408,0,0.0,0,0,0.0,0,12408,12408,520,35,35520
2324,NM,NM3521513,EUNICE WATER SUPPLY SYSTEM,Medium,1429,0,0.0,0,0,0.0,0,1429,1429,521,35,35521
2325,NM,NM3521613,HOBBS MUNICIPAL WATER SUPPLY,Medium,12560,0,0.0,0,0,0.0,0,12560,12560,521,35,35521
2326,NM,NM3521813,LOVINGTON MUNICIPAL WATER SUPPLY,Medium,4268,0,0.0,0,0,0.0,0,4268,4268,521,35,35521
2327,NM,NM3522609,SILVER CITY WATER SYSTEM,Medium,7141,0,0.0,0,0,0.0,0,7141,7141,522,35,35522
2328,NM,NM3523728,SOCORRO WATER SYSTEM,Medium,3747,0,0.0,0,0,0.0,0,3747,3747,523,35,35523
2329,NM,NM3524230,MORIARTY WATER SYSTEM,Medium,1260,0,0.0,0,0,0.0,0,1260,1260,524,35,35524
2330,NM,NM3525332,LOS LUNAS WATER SYSTEM,Medium,6824,0,0.0,0,0,0.0,0,6824,6824,525,35,35525
2331,NM,NM3527305,EPCOR WATER NEW MEXICO INC  CLOVIS,Medium,15917,0,0.0,0,0,0.0,0,15917,15917,527,35,35527
